2022-02-14 00:43:35,967 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-02-14 00:43:35,982 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-02-14 00:43:35,982 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-02-14 00:43:35,982 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-02-14 00:43:35,982 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-02-14 00:43:35,982 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-02-14 00:43:35,982 INFO  SwAddin.cs: 201 - Setting up command manager
2022-02-14 00:43:35,982 INFO  SwAddin.cs: 204 - Adding command manager
2022-02-14 00:43:35,982 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-02-14 00:43:35,998 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-02-14 00:43:35,998 INFO  SwAddin.cs: 210 - Adding event handlers
2022-02-14 00:43:35,998 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-02-14 01:13:16,635 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2022-02-14 01:13:16,635 INFO  SwAddin.cs: 299 - Save is required
2022-02-14 01:13:16,635 INFO  SwAddin.cs: 313 - Saving assembly
2022-02-14 01:13:16,651 INFO  SwAddin.cs: 316 - Opening property manager
2022-02-14 01:13:16,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Boltmodel-1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Boltmodel-1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Boltmodel-1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Boltmodel-1
2022-02-14 01:13:16,673 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Boltmodel-1
